Ebulk,Edarcy,Eshear,Etotal,b,k,α,ζ,ηs,κd,φ
557286.694306306,5.523697584967578e11,6.500460325895612e9,0.0,0.5,1.0e-6,0.5045498091952096,2.2057614220988753e21,8.985837009042343e18,4.909417831370064e10,0.004073802778041126
553085.4778001321,5.530268285220154e11,6.512952481622365e9,0.0,0.5,1.0e-6,0.5102211806315539,2.1502801234979122e21,8.963859493710916e18,4.79766583803898e10,0.004168693834703355
549037.9943086362,5.536442870283148e11,6.525770167716128e9,0.0,0.5,1.0e-6,0.5158276324159006,2.0960742713505562e21,8.941423540451191e18,4.688457630639846e10,0.004265795188015926
545143.5774507236,5.542235965320997e11,6.538922919452784e9,0.0,0.5,1.0e-6,0.5213699076773617,2.043115095375094e21,8.918520862201054e18,4.581735305535545e10,0.004365158322401661
541401.5542543903,5.547661269900115e11,6.552420593351786e9,0.0,0.5,1.0e-6,0.5268487410385194,1.9913744849674015e21,8.895143082630129e18,4.477442277136681e10,0.0044668359215096305
537811.2513730003,5.552731621694144e11,6.566273378898308e9,0.0,0.5,1.0e-6,0.5322648587128018,1.940824974238597e21,8.871281738340571e18,4.375523247899104e10,0.004570881896148752
534372.0008163409,5.557459055607317e11,6.580491810895875e9,0.0,0.5,1.0e-6,0.5376189786007397,1.8914397273922053e21,8.846928281280126e18,4.275924179004464e10,0.004677351412871981
531083.1452455632,5.561854858662064e11,6.595086782470019e9,0.0,0.5,1.0e-6,0.542911810385125,1.8431925244327986e21,8.822074081376676e18,4.178592261708078e10,0.004786300923226385
527944.0428765765,5.565929620970295e11,6.610069558744641e9,0.0,0.5,1.0e-6,0.5481440556250776,1.7960577471987182e21,8.796710429405393e18,4.083475889339059e10,0.004897788193684461
524954.0720325838,5.569693283083857e11,6.6254517912174e9,0.0,0.5,1.0e-6,0.5533164078490369,1.7500103657110595e21,8.770828540097773e18,3.990524629937759e10,0.005011872336272725
522112.6353827266,5.573155179996694e11,6.64124553286102e9,0.0,0.5,1.0e-6,0.5584295526466875,1.7050259248319192e21,8.744419555504548e18,3.899689199516091e10,0.005128613839913648
519419.16390085197,5.576324082050718e11,6.657463253982293e9,0.0,0.5,1.0e-6,0.5634841677598339,1.6610805312243884e21,8.717474548622138e18,3.810921435926496e10,0.005248074602497723
516873.12057539856,5.579208232977688e11,6.67411785887124e9,0.0,0.5,1.0e-6,0.5684809231722348,1.61815084060759e21,8.689984527295285e18,3.7241742733257355e10,0.005370317963702527
514474.0038990667,5.581815385291677e11,6.691222703277501e9,0.0,0.5,1.0e-6,0.5734204811984074,1.5762140452996362e21,8.661940438406239e18,3.639401717219966e10,0.005495408738576248
512221.35116458766,5.584152833229965e11,6.708791612752507e9,0.0,0.5,1.0e-6,0.5783034965714178,1.5352478620419503e21,8.633333172363206e18,3.556558820077845e10,0.005623413251903491
510114.74159099575,5.586227443425264e11,6.726838901899979e9,0.0,0.5,1.0e-6,0.5831306165296646,1.4952305200983546e21,8.604153567900014e18,3.475601657498751e10,0.005754399373371567
508153.7993030616,5.588045683477902e11,6.745379394580374e9,0.0,0.5,1.0e-6,0.5879024809026698,1.4561407496223788e21,8.57439241719869e18,3.396487304923488e10,0.00588843655355589
506338.1961849175,5.5896136485837e11,6.764428445117022e9,0.0,0.5,1.0e-6,0.5926197221958873,1.4179577702867363e21,8.544040471348955e18,3.3191738148751205e10,0.0060255958607435805
504667.65462764056,5.590937086361489e11,6.784001960557324e9,0.0,0.5,1.0e-6,0.5972829656745409,1.380661280168552e21,8.513088446156047e18,3.2436201947178604e10,0.006165950018614822
503141.9501892806,5.592021420013116e11,6.804116424043774e9,0.0,0.5,1.0e-6,0.6018928294465027,1.344231444884506e21,8.481527028311008e18,3.169786384922228e10,0.00630957344480193
501760.9141847807,5.592871769938768e11,6.824788919354873e9,0.0,0.5,1.0e-6,0.6064499245442225,1.308648886969943e21,8.449346881936387e18,3.0976332378249626e10,0.006456542290346556
500524.43622236024,5.593492973921239e11,6.846037156679662e9,0.0,0.5,1.0e-6,0.6109548550057196,1.2738946754961696e21,8.416538655520825e18,3.0271224968724136e10,0.006606934480075964
499432.4667020928,5.593889605984022e11,6.86787949969369e9,0.0,0.5,1.0e-6,0.6154082179546465,1.2399503159203285e21,8.383092989256436e18,2.9582167763364136e10,0.006760829753919818
498485.0192917963,5.594065994020382e11,6.890334994009498e9,0.0,0.5,1.0e-6,0.6198106036794387,1.2067977401622798e21,8.349000522792482e18,2.890879541491856e10,0.006918309709189363
497682.1733947131,5.594026236283347e11,6.913423397078337e9,0.0,0.5,1.0e-6,0.6241625957115559,1.1744192969032038e21,8.314251903420065e18,2.8250750892455086e10,0.00707945784384138
497024.0766231266,5.59377421681973e11,6.93716520962718e9,0.0,0.5,1.0e-6,0.6284647709028275,1.142797742100445e21,8.278837794700665e18,2.7607685292057693e10,0.007244359600749898
496510.94729153434,5.593313619925254e11,6.961581708717965e9,0.0,0.5,1.0e-6,0.6327176995019154,1.1119162297136403e21,8.242748885554253e18,2.6979257651833065e10,0.007413102413009177
496143.0769428781,5.592647943692095e11,6.986694982524517e9,0.0,0.5,1.0e-6,0.6369219452298986,1.0817583026369001e21,8.205975899819854e18,2.6365134771128147e10,0.007585775750291836
495920.8329210531,5.591780512714983e11,7.012527966927444e9,0.0,0.5,1.0e-6,0.6410780653549948,1.0523078838321461e21,8.16850960630344e18,2.576499103386268e10,0.00776247116628692
495844.6610028331,5.590714490017078e11,7.039104484034448e9,0.0,0.5,1.0e-6,0.6451866107664245,1.0235492676587777e21,8.130340829327279e18,2.517850823588335e10,0.007943282347242814
495915.0881023459,5.58945288825243e11,7.066449282741125e9,0.0,0.5,1.0e-6,0.6492481260474321,9.954671113948744e20,8.091460459794808e18,2.4605375416247616e10,0.008128305161640995
496132.7250612738,5.587998580237625e11,7.094588081455252e9,0.0,0.5,1.0e-6,0.6532631495474683,9.680464269452803e20,8.051859466784725e18,2.4045288692348263e10,0.008317637711026709
496498.26953806676,5.586354308861486e11,7.123547613115346e9,0.0,0.5,1.0e-6,0.6572322134535498,9.412725727320449e20,8.011528909688567e18,2.3497951098790573e10,0.008511380382023767
497012.509009684,5.584522696418003e11,7.153355672644032e9,0.0,0.5,1.0e-6,0.6611558438607974,9.151312457627675e20,7.970459950905202e18,2.296307242993766e10,0.008709635899560805
497676.32389967045,5.582506253404539e11,7.184041166986662e9,0.0,0.5,1.0e-6,0.6650345608421724,8.896084738723962e20,7.928643869105031e18,2.2440369086039265e10,0.008912509381337459
498490.69084666006,5.580307386824174e11,7.215634167894923e9,0.0,0.5,1.0e-6,0.6688688785174088,8.646906081343538e20,7.886072073077841e18,2.192956392286371e10,0.009120108393559097
499456.68612793466,5.577928408028273e11,7.248165967628245e9,0.0,0.5,1.0e-6,0.6726593051211618,8.403643154366518e20,7.84273611617574e18,2.143038610475213e10,0.009332543007969905
500575.4892530796,5.575371540132737e11,7.281669137756465e9,0.0,0.5,1.0e-6,0.6764063430703717,8.16616571219006e20,7.798627711363967e18,2.0942570961017994e10,0.009549925860214359
501848.38674341544,5.572638925038905e11,7.316177591261349e9,0.0,0.5,1.0e-6,0.6801104890308602,7.934346523668854e20,7.753738746890552e18,2.0465859845615078e10,0.009772372209558112
503276.7761135484,5.569732630087855e11,7.351726648148106e9,0.0,0.5,1.0e-6,0.6837722339831621,7.708061302585856e20,7.708061302585857e18,1.9999999999999992e10,0.010000000000000002
504862.17007211345,5.566654654374518e11,7.388353104793513e9,0.0,0.5,1.0e-6,0.6873920632876045,7.487188639614928e20,7.66158766680203e18,1.9544744419116215e10,0.010232929922807542
506606.2009596763,5.56340693474639e11,7.426095307274312e9,0.0,0.5,1.0e-6,0.690970456748641,7.27160993573734e20,7.614310354001137e18,1.909985172042871e10,0.010471285480508996
508510.625442632,5.559991351509387e11,7.464993228936116e9,0.0,0.5,1.0e-6,0.6945078886784487,7.06120933707587e20,7.566222123000836e18,1.866508601593982e10,0.010715193052376065
510577.3294830309,5.556409733861804e11,7.50508855248356e9,0.0,0.5,1.0e-6,0.6980048279597983,6.855873671110032e20,7.517315995884284e18,1.82402167871182e10,0.01096478196143185
512808.3336053972,5.552663865075739e11,7.54642475689301e9,0.0,0.5,1.0e-6,0.701461738108204,6.655492384237034e20,7.467585277580127e18,1.7825018762674915e10,0.011220184543019636
515205.79848278937,5.548755487443734e11,7.589047209470492e9,0.0,0.5,1.0e-6,0.7048790773333615,6.459957480644753e20,7.417023576118154e18,1.74192717991216e10,0.01148153621496883
517772.03086586186,5.544686307006837e11,7.633003263404277e9,0.0,0.5,1.0e-6,0.7082572985998834,6.269163462461644e20,7.365624823562421e18,1.702276076404752e10,0.011748975549395297
520509.48988001695,5.540457998079143e11,7.678342361185398e9,0.0,0.5,1.0e-6,0.7115968496873395,6.083007271151745e20,7.313383297624867e18,1.6635275422053411e10,0.012022644346174132
523420.7937175155,5.536072207582374e11,7.725116144299851e9,0.0,0.5,1.0e-6,0.7148981732496091,5.901388230121894e20,7.260293643958719e18,1.6256610323281979e10,0.012302687708123818
526508.7267531271,5.531530559202849e11,7.773378569627023e9,0.0,0.5,1.0e-6,0.7181617068735546,5.7242079885094486e20,7.206350899129721e18,1.5886564694485628e10,0.012589254117941675
529776.2471138311,5.526834657382139e11,7.823186033011366e9,0.0,0.5,1.0e-6,0.7213878831370231,5.551370466120187e20,7.151550514261837e18,1.5524942332573824e10,0.012882495516931342
533226.4947352663,5.521986091151498e11,7.87459750051315e9,0.0,0.5,1.0e-6,0.7245771296661834,5.3827817994855776e20,7.095888379350648e18,1.5171551500583673e10,0.013182567385564075
536862.7999398299,5.516986437819098e11,7.927674647881866e9,0.0,0.5,1.0e-6,0.7277298691922087,5.218350289010485e20,7.039360848236575e18,1.4826204826018354e10,0.01348962882591654
540688.6925739328,5.511837266518146e11,7.98248200884043e9,0.0,0.5,1.0e-6,0.7308465196073084,5.0579863471822006e20,6.981964764226535e18,1.4488719201499805e10,0.013803842646028852
544707.9117445445,5.506540141622968e11,8.039087132814752e9,0.0,0.5,1.0e-6,0.733927494020119,4.9016024478130654e20,6.923697486350752e18,1.4158915687682758e10,0.014125375446227547
548924.416198201,5.501096626039272e11,8.097560752794925e9,0.0,0.5,1.0e-6,0.7369732008104618,4.749113076288966e20,6.864556916237608e18,1.3836619418378729e10,0.014454397707459272
553342.39538883,5.49550828437382e11,8.157976964069607e9,0.0,0.5,1.0e-6,0.7399840436834728,4.600434680797409e20,6.804541525587376e18,1.3521659507839634e10,0.014791083881682071
557966.281284269,5.4897766859880426e11,8.22041341463644e9,0.0,0.5,1.0e-6,0.7429604217231136,4.455485624508939e20,6.743650384221327e18,1.3213868960151922e10,0.01513561248436208
562800.7609651723,5.4839034079392993e11,8.284951508157277e9,0.0,0.5,1.0e-6,0.7459027294450695,4.3141861386867946e20,6.681883188679974e18,1.2913084580693108e10,0.015488166189124812
567850.7900741753,5.47789003781272e11,8.351676620399594e9,0.0,0.5,1.0e-6,0.748811356849042,4.176458276700219e20,6.61924029134005e18,1.2619146889603867e10,0.015848931924611134
573121.6071776864,5.4717381764457336e11,8.420678330184392e9,0.0,0.5,1.0e-6,0.7516866894704429,4.0422258689175126e20,6.555722730015896e18,1.2331900037229649e10,0.0162181009735893
578618.7491076684,5.465449440547092e11,8.492050665947012e9,0.0,0.5,1.0e-6,0.7545291084314969,3.911414478455829e20,6.491332258007008e18,1.2051191721487162e10,0.016595869074375606
584348.067356114,5.459025465211027e11,8.565892369112098e9,0.0,0.5,1.0e-6,0.7573389904917585,3.7839513577651687e20,6.426071374548697e18,1.1776873107111778e10,0.016982436524617443
590315.7456008475,5.4524679063270886e11,8.642307175586617e9,0.0,0.5,1.0e-6,0.760116708098051,3.659765406025004e20,6.359943355618547e18,1.1508798746743135e10,0.017378008287493755
596528.3184476887,5.445778442885383e11,8.721404116788385e9,0.0,0.5,1.0e-6,0.7628626294338345,3.538787127332485e20,6.292952285046146e18,1.1246826503806974e10,0.01778279410038923
602992.6914810423,5.438958779176447e11,8.803297841751049e9,0.0,0.5,1.0e-6,0.7655771184680078,3.420948589662107e20,6.225103085868749e18,1.099081747715249e10,0.018197008586099836
609716.162722658,5.432010646884634e11,8.888108961982273e9,0.0,0.5,1.0e-6,0.7682605350031522,3.306183384577384e20,6.156401551870049e18,1.0740635927405052e10,0.018620871366628676
616706.445606717,5.424935807073445e11,8.97596442090082e9,0.0,0.5,1.0e-6,0.7709132347232227,3.194426587675868e20,6.086854379233746e18,1.0496149204995451e10,0.019054607179632473
623971.6935886045,5.4177360520608344e11,9.066997889842216e9,0.0,0.5,1.0e-6,0.773535569240694,3.0856147197495443e20,6.016469198237584e18,1.0257227679827301e10,0.019498445997580455
631520.5265147696,5.410413207182159e11,9.161350192800919e9,0.0,0.5,1.0e-6,0.7761278861431661,2.979685708643696e20,5.945254604908109e18,1.0023744672545443e10,0.0199526231496888
639362.0588922069,5.4029691324384e11,9.259169762276314e9,0.0,0.5,1.0e-6,0.7786905290394363,2.8765788517978302e20,5.873220192549537e18,9.795576387368921e9,0.020417379446695295
647505.9302081587,5.395405724026758e11,9.360613128805887e9,0.0,0.5,1.0e-6,0.7812238376050448,2.776234779453212e20,5.800376583054013e18,9.572601846452765e9,0.020892961308540396
655962.3374639902,5.3877249157509454e11,9.465845447008656e9,0.0,0.5,1.0e-6,0.783728147627298,2.6785954185125344e20,5.726735457894166e18,9.35470282574396e9,0.021379620895022326
664742.0701018119,5.379928680307994e11,9.575041061225285e9,0.0,0.5,1.0e-6,0.7862037910497768,2.5836039570379276e20,5.652309588691788e18,9.1417637922975e9,0.02187761623949553
673856.5475185724,5.372019030448733e11,9.68838411413349e9,0.0,0.5,1.0e-6,0.7886510960163353,2.4912048093744513e20,5.577112867249696e18,8.933671843019262e9,0.0223872113856834
683317.8593800147,5.3639980200089435e11,9.806069202036467e9,0.0,0.5,1.0e-6,0.7910703869145961,2.4013435818871564e20,5.501160334926788e18,8.730316644803316e9,0.022908676527677734
693138.8089664471,5.355867744808166e11,9.928302080878626e9,0.0,0.5,1.0e-6,0.7934619844189471,2.3139670393007043e20,5.424468211229239e18,8.531590376031849e9,0.023442288153199226
703332.9598037666,5.347630343413593e11,1.0055300427433111e10,0.0,0.5,1.0e-6,0.7958262055330471,2.2290230716315563e20,5.347053921483719e18,8.337387669406708e9,0.02398832919019491
713914.6858570054,5.339287997766383e11,1.0187294660542048e10,0.0,0.5,1.0e-6,0.7981633636318439,2.1464606617034215e20,5.26893612345058e18,8.147605556082253e9,0.02454708915685031
724899.2255897919,5.330842933668041e11,1.0324528827767828e10,0.0,0.5,1.0e-6,0.800473768503112,2.066229853238108e20,5.190134732728836e18,7.962143411069945e9,0.025118864315095808
736302.7402221799,5.322297421125041e11,1.0467261563349445e10,0.0,0.5,1.0e-6,0.8027577263885146,1.9882817195144187e20,5.110670946796286e18,7.7809028998856125e9,0.025703957827688632
748142.3765513066,5.313653774549885e11,1.061576712394605e10,0.0,0.5,1.0e-6,0.8050155400241954,1.912568332589191e20,5.03056726752207e18,7.603787926411229e9,0.026302679918953815
760436.3347348423,5.30491435281752e11,1.0770336509307766e10,0.0,0.5,1.0e-6,0.8072475086809063,1.8390427330753636e20,4.949847521981217e18,7.430704581943457e9,0.026915348039269153
773203.9414765604,5.2960815591761395e11,1.0931278675742188e10,0.0,0.5,1.0e-6,0.8094539282036752,1.7676589004730594e20,4.868536881394083e18,7.26156109540203e9,0.02754228703338166
786465.7290968857,5.287157841012385e11,1.1098921851055927e10,0.0,0.5,1.0e-6,0.8116350910510199,1.6983717240508154e20,4.786661878007001e18,7.096267784671511e9,0.028183829312644536
800243.5210197214,5.278145689470818e11,1.1273614960553513e10,0.0,0.5,1.0e-6,0.8137912863337132,1.6311369742751905e20,4.704250419724261e18,6.934737009050634e9,0.028840315031266057
814560.5242606319,5.269047638928772e11,1.1455729174682487e10,0.0,0.5,1.0e-6,0.8159227998531045,1.5659112747880137e20,4.621331802295307e18,6.776883122784048e9,0.029512092266663854
829441.429561243,5.2598662663277905e11,1.164565959003614e10,0.0,0.5,1.0e-6,0.8180299141390016,1.5026520749317056e20,4.537936718855663e18,6.622622429651826e9,0.03019951720402016
844912.5198812406,5.250604190363568e11,1.1843827056678202e10,0.0,0.5,1.0e-6,0.8201129084871213,1.4413176228242575e20,4.4540972666151485e18,6.471873138592563e9,0.030902954325135904
861001.7880335505,5.241264070537099e11,1.2050680166155182e10,0.0,0.5,1.0e-6,0.8221720589961077,1.3818669389865956e20,4.369846950482572e18,6.324555320336761e9,0.03162277660168379
877739.0643308571,5.2318486060699445e11,1.2266697416129414e10,0.0,0.5,1.0e-6,0.8242076386041307,1.3242597905261425e20,4.2852206834121795e18,6.180590865027183e9,0.03235936569296283
895156.1552040197,5.222360534687676e11,1.2492389569320997e10,0.0,0.5,1.0e-6,0.8262199171250625,1.2684566658816092e20,4.2002547832544563e18,6.03990344080403e9,0.03311311214825911
913286.9938559476,5.2128026312753015e11,1.2728302226415333e10,0.0,0.5,1.0e-6,0.8282091612842412,1.2144187501351463e20,4.1149869658916874e18,5.902418453332773e9,0.033884415613920256
932167.8041298334,5.2031777064101227e11,1.297501863480025e10,0.0,0.5,1.0e-6,0.8301756347538256,1.1621079008991984e20,4.0294563344379085e18,5.768063006253209e9,0.034673685045253165
951837.2788998559,5.193488604776873e11,1.3233162757480843e10,0.0,0.5,1.0e-6,0.832119598187744,1.111486624786337e20,3.943703364282277e18,5.63676586252891e9,0.03548133892335755
972336.7744368982,5.183738203471217e11,1.3503402629307117e10,0.0,0.5,1.0e-6,0.834041309256244,1.0625180544717955e20,3.857769883757321e18,5.50845740667633e9,0.03630780547701014
993710.522364528,5.173929410197902e11,1.378645403079584e10,0.0,0.5,1.0e-6,0.8359410226800461,1.0151659263591028e20,3.771699050214727e18,5.383069607853829e9,0.03715352290971726
1.0160058610024197e6,5.164065161370103e11,1.4083084513367147e10,0.0,0.5,1.0e-6,0.837818990264107,9.693945588606117e19,3.6855353212965274e18,5.260535983790765e9,0.038018939632056124
1.0392734880996965e6,5.1541484201170056e11,1.4394117813815184e10,0.0,0.5,1.0e-6,0.8396754609309959,9.251688313055486e19,3.5993244211945636e18,5.140791565537725e9,0.03890451449942807
1.0635677371911912e6,5.144182174206857e11,1.4720438700347326e10,0.0,0.5,1.0e-6,0.8415106807538887,8.824541634892494e19,3.513113301698584e18,5.023772863019158e9,0.039810717055349734
1.0889468800697986e6,5.13416943389295e11,1.5062998297635761e10,0.0,0.5,1.0e-6,0.8433248929891851,8.412164958781256e19,3.4269500978423316e18,4.909417831370059e9,0.04073802778041128
1.115473458161283e6,5.124113229690009e11,1.542281994410857e10,0.0,0.5,1.0e-6,0.8451183381087519,8.014222704858377e19,3.340884077968276e18,4.797665838038978e9,0.04168693834703355
1.143214645919302e6,5.114016610088781e11,1.580100564126866e10,0.0,0.5,1.0e-6,0.846891253831797,7.630384124368675e19,3.2549655880445025e18,4.688457630639845e9,0.04265795188015928
1.1722426497330402e6,5.103882639216267e11,1.6198743162273598e10,0.0,0.5,1.0e-6,0.8486438751563792,7.260323122344475e19,3.16924599008272e18,4.581735305535546e9,0.04365158322401661
1.2026351462640816e6,5.0937143944492664e11,1.6617313895476143e10,0.0,0.5,1.0e-6,0.8503764343905567,6.903718087503683e19,3.0837775945237233e18,4.477442277136679e9,0.04466835921509633
1.234475764609884e6,5.083514963988638e11,1.7058101508256334e10,0.0,0.5,1.0e-6,0.8520891611831793,6.560251729547949e19,2.998613586476926e18,4.375523247899099e9,0.04570881896148752
1.2678546172371488e6,5.073287444401448e11,1.752260152745725e10,0.0,0.5,1.0e-6,0.8537822825543282,6.229610924045439e19,2.9138079457226665e18,4.275924179004463e9,0.046773514128719815
1.3028688852485667e6,5.063034938137966e11,1.801243194526457e10,0.0,0.5,1.0e-6,0.8554560229254072,5.911486565085948e19,2.829415360411123e18,4.17859226170808e9,0.047863009232263824
1.339623464252242e6,5.052760551030188e11,1.8529344973684315e10,0.0,0.5,1.0e-6,0.8571106041488897,5.605573425898107e19,2.745491134419511e18,4.0834758893390574e9,0.04897788193684462
1.3782316779074725e6,5.0424673897782404e11,1.9075240087158005e10,0.0,0.5,1.0e-6,0.8587462455377246,5.311570027617303e19,2.6620910883590497e18,3.990524629937757e9,0.05011872336272722
1.4188160671380772e6,5.032158559430441e11,1.9652178511619507e10,0.0,0.5,1.0e-6,0.8603631638944063,5.029178516392928e19,2.579271454256916e18,3.89968919951609e9,0.05128613839913648
1.461509264053107e6,5.02183716086276e11,2.0262399339841232e10,0.0,0.5,1.0e-6,0.8619615735397115,4.758104549018997e19,2.497088763973549e18,3.8109214359264965e9,0.05248074602497726
1.506454960814406e6,5.011506288262561e11,2.090833747766314e10,0.0,0.5,1.0e-6,0.8635416863411075,4.498057187267919e19,2.4155997314546166e18,3.7241742733257375e9,0.05370317963702527
1.5538089850649785e6,5.001169026621444e11,2.1592643654182796e10,0.0,0.5,1.0e-6,0.8651037117408347,4.248748801100102e19,2.3348611289580846e18,3.639401717219965e9,0.054954087385762455
1.603740495109632e6,4.990828449241468e11,2.2318206761814053e10,0.0,0.5,1.0e-6,0.8666478567836676,4.009894980912382e19,2.2549296574403986e18,3.5565588200778446e9,0.05623413251903491
1.6564333098515475e6,4.980487615258382e11,2.3088178830011005e10,0.0,0.5,1.0e-6,0.8681743261443593,3.7812144589781025e19,2.1758618113327112e18,3.47560165749875e9,0.057543993733715694
1.7120873905749803e6,4.970149567185632e11,2.3906002980268192e10,0.0,0.5,1.0e-6,0.8696833221547701,3.5624290402169405e19,2.0977137379862456e18,3.3964873049234886e9,0.0588843655355589
1.7709204940684296e6,4.9598173284819244e11,2.4775444760730927e10,0.0,0.5,1.0e-6,0.8711750448306866,3.3532635424174883e19,2.0205410921173166e18,3.3191738148751197e9,0.06025595860743578
1.833170019358836e6,4.9494939011453503e11,2.5700627317586315e10,0.0,0.5,1.0e-6,0.8726496918983339,3.15344574601678e19,1.9443988856352996e18,3.2436201947178583e9,0.06165950018614822
1.8990950735373043e6,4.93918226333633e11,2.668607092875403e10,0.0,0.5,1.0e-6,0.8741074588205833,2.9627063535199445e19,1.869341333291541e18,3.1697863849222274e9,0.06309573444801933
1.9689787858743896e6,4.928885367031918e11,2.7736737504926666e10,0.0,0.5,1.0e-6,0.8755485388228615,2.7807789586198594e19,1.795421694643498e18,3.09763323782496e9,0.06456542290346556
2.0431309037363487e6,4.9186061357131354e11,2.8858080755722275e10,0.0,0.5,1.0e-6,0.8769731229187618,2.6074000250499527e19,1.7226921128853458e18,3.0271224968724165e9,0.06606934480075961
2.121890708825494e6,4.9083474620875525e11,3.0056102826960876e10,0.0,0.5,1.0e-6,0.8783813999353632,2.4423088751747092e19,1.6512034511543619e18,2.958216776336413e9,0.06760829753919818
2.2056302981026117e6,4.898112205848761e11,3.133741834170755e10,0.0,0.5,1.0e-6,0.8797735565382587,2.2852476882904818e19,1.5810051269802593e18,2.890879541491854e9,0.06918309709189366
2.2947582805531733e6,4.887903191474596e11,3.2709326926116825e10,0.0,0.5,1.0e-6,0.8811497772562982,2.1359615085748257e19,1.5121449456023316e18,2.8250750892455077e9,0.0707945784384138
2.3897239489073367e6,4.877723206065715e11,3.41798954753238e10,0.0,0.5,1.0e-6,0.8825102445060471,1.99419826258579e19,1.4446689329362143e18,2.7607685292057676e9,0.07244359600749903
2.4910219947268465e6,4.867574997226405e11,3.575805161955619e10,0.0,0.5,1.0e-6,0.8838551386159658,1.8597087861723345e19,1.37862116902685e18,2.6979257651833057e9,0.07413102413009177
2.5991978461791235e6,4.857461270989391e11,3.7453690092122635e10,0.0,0.5,1.0e-6,0.8851846378503118,1.7322468606156986e19,1.3140436228777736e18,2.6365134771128125e9,0.0758577575029184
2.714853720633631e6,4.8473846897865137e11,3.9277793986102325e10,0.0,0.5,1.0e-6,0.8864989184327685,1.611569257776417e19,1.2509759895963848e18,2.576499103386267e9,0.07762471166286919
2.838655499298971e6,4.837347870467108e11,4.1242573223942444e10,0.0,0.5,1.0e-6,0.8877981545698037,1.4974357939752591e19,1.189455530841321e18,2.5178508235883317e9,0.07943282347242818
2.971340548908292e6,4.827353382366224e11,4.33616229641658e10,0.0,0.5,1.0e-6,0.8890825184737599,1.3896093922878593e19,1.1295169195998212e18,2.460537541624765e9,0.08128305161640995
3.1137266364844195e6,4.817403745424445e11,4.565010514460636e10,0.0,0.5,1.0e-6,0.8903521803856815,1.287856152882201e19,1.0711920903590772e18,2.404528869234824e9,0.08317637711026708
3.266722108113116e6,4.807501428361466e11,4.81249569273576e10,0.0,0.5,1.0e-6,0.8916073085978796,1.191945430976561e19,1.014510095765676e18,2.34979510987906e9,0.08511380382023763
3.4313375321983015e6,4.797648846905224e11,5.080513048566027e10,0.0,0.5,1.0e-6,0.8928480694762393,1.1016499219426238e19,9.594969708899836e17,2.296307242993768e9,0.08709635899560805
3.608699042813432e6,4.7878483620782855e11,5.371186938016967e10,0.0,0.5,1.0e-6,0.8940746274822711,1.0167457530248366e19,9.061756062268869e17,2.244036908603929e9,0.08912509381337454
3.800063660645528e6,4.778102278543132e11,5.686902773946184e10,0.0,0.5,1.0e-6,0.89528714519491,9.37012581093404e18,8.545656305700429e17,2.1929563922863703e9,0.09120108393559097
4.006836919062039e6,4.7684128430073114e11,6.0303439621764824e10,0.0,0.5,1.0e-6,0.8964857833320656,8.622336957946781e18,8.046833048924677e17,2.1430386104752123e9,0.0933254300796991
4.230593182739059e6,4.758782242689213e11,6.404534733420071e10,0.0,0.5,1.0e-6,0.8976707007719246,7.92196127409691e18,7.565414283511478e17,2.0942570961017997e9,0.09549925860214359
4.473099118186689e6,4.749212603844405e11,6.81288991747429e10,0.0,0.5,1.0e-6,0.8988420545740101,7.266907586801822e18,7.101492575068909e17,2.0465859845615094e9,0.09772372209558107
4.736340862004964e6,4.739705990351745e11,7.259272910562047e10,0.0,0.5,1.0e-6,0.9,6.655124398115e18,6.655124398115e17,1.999999999999999e9,0.1
5.022555537016437e6,4.730264402357225e11,7.748063334567072e10,0.0,0.5,1.0e-6,0.9011446905343061,6.084601058146759e18,6.226329623625644e17,1.954474441911621e9,0.10232929922807547
5.334267892536278e6,4.7208897749722626e11,8.284236188357745e10,0.0,0.5,1.0e-6,0.9022762779044189,5.553368953059022e18,5.815091168607638e17,1.9099851720428736e9,0.10471285480508996
5.67433299790579e6,4.71158397702154e11,8.873454658943832e10,0.0,0.5,1.0e-6,0.9033949121010187,5.059502698413365e18,5.421354816251688e17,1.866508601593979e9,0.10715193052376071
6.045986104184576e6,4.7023488098330786e11,9.52217920955886e10,0.0,0.5,1.0e-6,0.9045007413978564,4.6011213282965745e18,5.045029214286564e17,1.8240216787118194e9,0.1096478196143185
6.452901015260125e6,4.6931860060608466e11,1.0237796112620432e11,0.0,0.5,1.0e-6,0.9055939123714076,4.176389470343568e18,4.685986058077884e17,1.7825018762674925e9,0.1122018454301963
6.89925858621405e6,4.684097228526752e11,1.1028769272706651e11,0.0,0.5,1.0e-6,0.9066745699203009,3.783518496534855e18,4.344060463796936e17,1.74192717991216e9,0.1148153621496883
7.389827305659228e6,4.675084069064674e11,1.1904820019542061e11,0.0,0.5,1.0e-6,0.9077428572845236,3.4207676394694364e18,4.0190515356289056e17,1.7022760764047546e9,0.11748975549395291
7.930058335150816e6,4.666148047343924e11,1.2877140583223503e11,0.0,0.5,1.0e-6,0.908798916064409,3.0864450637119247e18,3.710723129501323e17,1.6635275422053432e9,0.12022644346174131
8.526197891884776e6,4.6572906096426013e11,1.3958648243979654e11,0.0,0.5,1.0e-6,0.9098428862394043,2.7789088817924337e18,3.418804814202386e17,1.6256610323281972e9,0.1230268770812381
