Ebulk,Edarcy,Eshear,Etotal,b,k,α,ζ,ηs,κd,φ
10388.55837963868,5.988369329166461e11,6.936741980745901e9,0.0,1.0,1.0e-6,0.8681743261443593,1.0817583026369001e21,8.205975899819854e18,3.47560165749875e9,0.007585775750291836
9921.010568953167,5.983802128851289e11,6.961506872860095e9,0.0,1.0,1.0e-6,0.8711750448306866,1.0523078838321461e21,8.16850960630344e18,3.3191738148751197e9,0.00776247116628692
9477.261804351763,5.979040959831307e11,6.986996785730287e9,0.0,1.0,1.0e-6,0.8741074588205833,1.0235492676587777e21,8.130340829327279e18,3.1697863849222274e9,0.007943282347242814
9055.999736784393,5.974088289105624e11,7.013236205142875e9,0.0,1.0,1.0e-6,0.8769731229187618,9.954671113948744e20,8.091460459794808e18,3.0271224968724165e9,0.008128305161640995
8655.98820177587,5.968946499851455e11,7.040250580919176e9,0.0,1.0,1.0e-6,0.8797735565382587,9.680464269452803e20,8.051859466784725e18,2.890879541491854e9,0.008317637711026709
8276.062678729537,5.963617897985923e11,7.068066371647209e9,0.0,1.0,1.0e-6,0.8825102445060471,9.412725727320449e20,8.011528909688567e18,2.7607685292057676e9,0.008511380382023767
7915.126023121086,5.958104718450212e11,7.096711091817867e9,0.0,1.0,1.0e-6,0.8851846378503117,9.151312457627675e20,7.970459950905202e18,2.636513477112818e9,0.008709635899560805
7572.1444553516285,5.952409131232421e11,7.126213361514728e9,0.0,1.0,1.0e-6,0.8877981545698037,8.896084738723962e20,7.928643869105031e18,2.5178508235883317e9,0.008912509381337459
7246.143790956859,5.946533247144801e11,7.156602958814796e9,0.0,1.0,1.0e-6,0.8903521803856815,8.646906081343538e20,7.886072073077841e18,2.404528869234824e9,0.009120108393559097
6936.205897751804,5.940479123369379e11,7.187910875071167e9,0.0,1.0,1.0e-6,0.8928480694762393,8.403643154366518e20,7.84273611617574e18,2.296307242993768e9,0.009332543007969905
6641.465366325488,5.934248768785072e11,7.220169373258999e9,0.0,1.0,1.0e-6,0.89528714519491,8.16616571219006e20,7.798627711363967e18,2.1929563922863703e9,0.009549925860214359
6361.106381090177,5.927844149088182e11,7.25341204957948e9,0.0,1.0,1.0e-6,0.8976707007719247,7.934346523668854e20,7.753738746890552e18,2.0942570961017954e9,0.009772372209558112
6094.359779837215,5.921267191717495e11,7.287673898531009e9,0.0,1.0,1.0e-6,0.9,7.708061302585856e20,7.708061302585857e18,1.999999999999999e9,0.010000000000000002
5840.5002904587045,5.914519790593969e11,7.322991381671135e9,0.0,1.0,1.0e-6,0.9022762779044189,7.487188639614928e20,7.66158766680203e18,1.9099851720428736e9,0.010232929922807542
5598.8439341626945,5.907603810684729e11,7.359402500310074e9,0.0,1.0,1.0e-6,0.9045007413978564,7.27160993573734e20,7.614310354001137e18,1.8240216787118194e9,0.010471285480508996
5368.745585139465,5.900521092399701e11,7.3969468723932e9,0.0,1.0,1.0e-6,0.9066745699203009,7.06120933707587e20,7.566222123000836e18,1.74192717991216e9,0.010715193052376065
5149.596677232282,5.893273455829156e11,7.435665813849889e9,0.0,1.0,1.0e-6,0.908798916064409,6.855873671110032e20,7.517315995884284e18,1.6635275422053432e9,0.01096478196143185
4940.823048728523,5.885862704829417e11,7.475602424706451e9,0.0,1.0,1.0e-6,0.9108749061866255,6.655492384237034e20,7.467585277580127e18,1.5886564694485621e9,0.011220184543019636
4741.882916915767,5.878290630963385e11,7.516801680282573e9,0.0,1.0,1.0e-6,0.9129036410043919,6.459957480644753e20,7.417023576118154e18,1.517155150058368e9,0.01148153621496883
4552.264974548358,5.8705590173022e11,7.5593105278165865e9,0.0,1.0,1.0e-6,0.9148861961797623,6.269163462461644e20,7.365624823562421e18,1.448871920149982e9,0.011748975549395297
4371.486600839577,5.862669642093484e11,7.603177988888829e9,0.0,1.0,1.0e-6,0.916823622889733,6.083007271151745e20,7.313383297624867e18,1.383661941837871e9,0.012022644346174132
4199.092180039322,5.854624282301412e11,7.6484552680426855e9,0.0,1.0,1.0e-6,0.9187169483835901,5.901388230121894e20,7.260293643958719e18,1.3213868960151918e9,0.012302687708123818
4034.6515210739058,5.846424717023024e11,7.695195868032932e9,0.0,1.0,1.0e-6,0.9205671765275718,5.7242079885094486e20,7.206350899129721e18,1.2619146889603877e9,0.012589254117941675
3877.758372119036,5.838072730784828e11,7.743455712164213e9,0.0,1.0,1.0e-6,0.9223752883371308,5.551370466120187e20,7.151550514261837e18,1.2051191721487167e9,0.012882495516931342
3728.029024346803,5.829570116723396e11,7.793293274219717e9,0.0,1.0,1.0e-6,0.9241422424970817,5.3827817994855776e20,7.095888379350648e18,1.1508798746743128e9,0.013182567385564075
3585.1009994359833,5.820918679652883e11,7.844769716518332e9,0.0,1.0,1.0e-6,0.9258689758699082,5.218350289010485e20,7.039360848236575e18,1.0990817477152495e9,0.01348962882591654
3448.631815763304,5.81212023902206e11,7.897949036683142e9,0.0,1.0,1.0e-6,0.927556403992501,5.0579863471822006e20,6.981964764226535e18,1.0496149204995433e9,0.013803842646028852
3318.297828501629,5.803176631763195e11,7.952898223748819e9,0.0,1.0,1.0e-6,0.9292054215615863,4.9016024478130654e20,6.923697486350752e18,1.0023744672545433e9,0.014125375446227547
3193.7931391409024,5.794089715034099e11,8.009687424288509e9,0.0,1.0,1.0e-6,0.9308169029081064,4.749113076288966e20,6.864556916237608e18,9.572601846452762e8,0.014454397707459272
3074.8285702210364,5.784861368854939e11,8.068390119294109e9,0.0,1.0,1.0e-6,0.9323917024608018,4.600434680797409e20,6.804541525587376e18,9.141763792297499e8,0.014791083881682071
2961.1307013220603,5.775493498640295e11,8.129083312605751e9,0.0,1.0,1.0e-6,0.9339306551992403,4.455485624508939e20,6.743650384221327e18,8.730316644803334e8,0.01513561248436208
2852.4409625979392,5.765988037626838e11,8.191847731751273e9,0.0,1.0,1.0e-6,0.9354345770965344,4.3141861386867946e20,6.681883188679974e18,8.337387669406711e8,0.015488166189124812
2748.51478236759,5.756346949196614e11,8.25676804212831e9,0.0,1.0,1.0e-6,0.9369042655519807,4.176458276700219e20,6.61924029134005e18,7.96214341106994e8,0.015848931924611134
2649.1207854888407,5.746572229095284e11,8.32393307554077e9,0.0,1.0,1.0e-6,0.9383404998138518,4.0422258689175126e20,6.555722730015896e18,7.603787926411216e8,0.0162181009735893
2554.0400394419767,5.736665907544427e11,8.393436074185795e9,0.0,1.0,1.0e-6,0.9397440413925642,3.911414478455829e20,6.491332258007008e18,7.261561095402038e8,0.016595869074375606
2463.065345236959,5.72663005124646e11,8.465374951282401e9,0.0,1.0,1.0e-6,0.9411156344644411,3.7839513577651687e20,6.426071374548697e18,6.934737009050627e8,0.016982436524617443
2376.0005704355854,5.716466765280553e11,8.539852569634516e9,0.0,1.0,1.0e-6,0.9424560062662843,3.659765406025004e20,6.359943355618547e18,6.622622429651814e8,0.017378008287493755
2292.6600217451182,5.706178194887472e11,8.616977039533583e9,0.0,1.0,1.0e-6,0.9437658674809651,3.538787127332485e20,6.292952285046146e18,6.324555320336748e8,0.01778279410038923
2212.867854796577,5.695766527140685e11,8.696862037529016e9,0.0,1.0,1.0e-6,0.9450459126142375,3.420948589662107e20,6.225103085868749e18,6.039903440804034e8,0.018197008586099836
2136.457518866546,5.685233992501339e11,8.779627147729097e9,0.0,1.0,1.0e-6,0.9462968203629747,3.306183384577384e20,6.156401551870049e18,5.76806300625322e8,0.018620871366628676
2063.2712344394395,5.674582866253776e11,8.865398227443182e9,0.0,1.0,1.0e-6,0.9475192539750228,3.194426587675868e20,6.086854379233746e18,5.508457406676322e8,0.019054607179632473
1993.1595016359965,5.663815469818596e11,8.954307799138107e9,0.0,1.0,1.0e-6,0.9487138616008635,3.0856147197495443e20,6.016469198237584e18,5.260535983790775e8,0.019498445997580455
1925.9806376547638,5.652934171939625e11,9.046495470860039e9,0.0,1.0,1.0e-6,0.9498812766372727,2.979685708643696e20,5.945254604908109e18,5.0237728630191684e8,0.0199526231496888
1861.600341488158,5.641941389741284e11,9.142108387469048e9,0.0,1.0,1.0e-6,0.9510221180631554,2.8765788517978302e20,5.873220192549537e18,4.797665838038978e8,0.020417379446695295
1799.8912842805557,5.630839589652534e11,9.24130171524973e9,0.0,1.0,1.0e-6,0.9521369907677362,2.776234779453212e20,5.800376583054013e18,4.5817353055355453e8,0.020892961308540396
1740.73272379688,5.619631288193752e11,9.344239162698236e9,0.0,1.0,1.0e-6,0.9532264858712802,2.6785954185125344e20,5.726735457894166e18,4.375523247899096e8,0.021379620895022326
1684.010141564655,5.60831905262262e11,9.451093540548046e9,0.0,1.0,1.0e-6,0.9542911810385125,2.5836039570379276e20,5.652309588691788e18,4.1785922617080754e8,0.02187761623949553
1629.614901340482,5.596905501435247e11,9.562047364386137e9,0.0,1.0,1.0e-6,0.9553316407849037,2.4912048093744513e20,5.577112867249696e18,3.9905246299377507e8,0.0223872113856834
1577.4439276359115,5.585393304719043e11,9.677293503528843e9,0.0,1.0,1.0e-6,0.9563484167759834,2.4013435818871564e20,5.501160334926788e18,3.8109214359265006e8,0.022908676527677734
1527.3994031150112,5.573785184353647e11,9.797035880179874e9,0.0,1.0,1.0e-6,0.9573420481198407,2.3139670393007043e20,5.424468211229239e18,3.639401717219974e8,0.023442288153199226
1479.3884837501942,5.562083914056891e11,9.921490223280867e9,0.0,1.0,1.0e-6,0.9583130616529665,2.2290230716315563e20,5.347053921483719e18,3.475601657498747e8,0.02398832919019491
1433.3230306913706,5.550292319272555e11,1.0050884881897606e10,0.0,1.0,1.0e-6,0.9592619722195888,2.1464606617034215e20,5.26893612345058e18,3.319173814875117e8,0.02454708915685031
1389.119357868423,5.538413276897585e11,1.0185461703459469e10,0.0,1.0,1.0e-6,0.9601892829446503,2.066229853238108e20,5.190134732728836e18,3.169786384922217e8,0.025118864315095808
1346.6979944084135,5.52644971484637e11,1.0325476982700684e10,0.0,1.0,1.0e-6,0.9610954855005719,1.9882817195144187e20,5.110670946796286e18,3.0271224968724245e8,0.025703957827688632
1305.983461005568,5.514404611450386e11,1.0471202487737097e10,0.0,1.0,1.0e-6,0.9619810603679438,1.912568332589191e20,5.03056726752207e18,2.8908795414918613e8,0.026302679918953815
1266.904059436884,5.502280994692114e11,1.0622926570363552e10,0.0,1.0,1.0e-6,0.9628464770902827,1.8390427330753636e20,4.949847521981217e18,2.760768529205776e8,0.026915348039269153
1229.391674466206,5.490081941272376e11,1.0780955368381796e10,0.0,1.0,1.0e-6,0.9636921945229898,1.7676589004730594e20,4.868536881394083e18,2.6365134771128207e8,0.02754228703338166
1193.3815874280185,5.477810575511428e11,1.0945614108572704e10,0.0,1.0,1.0e-6,0.9645186610766424,1.6983717240508154e20,4.786661878007001e18,2.5178508235883403e8,0.028183829312644536
1158.8123008269542,5.465470068084092e11,1.1117248519823738e10,0.0,1.0,1.0e-6,0.9653263149547469,1.6311369742751905e20,4.704250419724261e18,2.404528869234823e8,0.028840315031266057
1125.6253733316553,5.453063634590662e11,1.1296226366921467e10,0.0,1.0,1.0e-6,0.9661155843860797,1.5659112747880137e20,4.621331802295307e18,2.2963072429937723e8,0.029512092266663854
1093.7652645815033,5.4405945339654834e11,1.1482939116633865e10,0.0,1.0,1.0e-6,0.9668868878517409,1.5026520749317056e20,4.537936718855663e18,2.192956392286365e8,0.03019951720402016
