D,Ecomp,Ecomp_solid,Edarcy,Eshear,Eshear_solid,Etotal,Etotal_solid,a,k,α,ζ,ηs,κd,φ
300.0,NaN,3.788645931220246e9,NaN,NaN,2.486615373091525e11,NaN,2.5400573497090695e11,0.01,6.559846015082797e-9,0.38764960827522654,1.7855895340892204e18,2.4086940050304826e17,7.499460044909671e10,0.13489628825916536
300.0,2.662000956813079e9,3.788645931220246e9,2.7183333330857257e11,2.3565524158734534e11,2.486615373091525e11,5.11637381738605e11,2.5400573497090695e11,0.1,6.559846015082798e-7,0.38764960827522654,1.7855895340892204e18,2.4086940050304826e17,7.499460044909671e10,0.13489628825916536
300.0,2.6648293705793085e9,3.788645931220246e9,1.0617228339655619e12,2.3563129904612738e11,2.486615373091525e11,1.3017261011541035e12,2.5400573497090695e11,0.2,2.623938406033119e-6,0.38764960827522654,1.7855895340892204e18,2.4086940050304826e17,7.499460044909671e10,0.13489628825916536
50.0,5.92780412168582e8,1.2083772033888206e9,6.551803112970512e8,3.006730132846059e10,3.3300108355068085e10,3.1454909868594265e10,3.4679359589377945e10,0.01,7.080341172579123e-9,0.38905797509442797,1.5891671830105905e18,2.1936613732511123e17,7.465003155914412e10,0.1380384264602885
50.0,5.932651350371349e8,1.2083772033888206e9,5.68081570487113e10,3.0062685239338955e10,3.3300108355068085e10,8.762732295350879e10,3.4679359589377945e10,0.1,7.080341172579126e-7,0.38905797509442797,1.5891671830105905e18,2.1936613732511123e17,7.465003155914412e10,0.1380384264602885
50.0,5.946529991451362e8,1.2083772033888206e9,1.7088238125918375e11,3.0049227818526756e10,3.3300108355068085e10,2.016888764498529e11,3.4679359589377945e10,0.2,2.8321364690316502e-6,0.38905797509442797,1.5891671830105905e18,2.1936613732511123e17,7.465003155914412e10,0.1380384264602885
300.0,NaN,4.2569090982627797e9,NaN,NaN,2.730352900993577e11,NaN,2.790001031162655e11,0.01,7.080341172579123e-9,0.38905797509442797,1.5891671830105905e18,2.1936613732511123e17,7.465003155914412e10,0.1380384264602885
300.0,2.9872463310982795e9,4.2569090982627797e9,2.9307736378163025e11,2.5865713656326523e11,2.730352900993577e11,5.563520765487998e11,2.790001031162655e11,0.1,7.080341172579126e-7,0.38905797509442797,1.5891671830105905e18,2.1936613732511123e17,7.465003155914412e10,0.1380384264602885
300.0,2.9906695407325487e9,4.2569090982627797e9,1.1439067091269338e12,2.586285222767633e11,2.730352900993577e11,1.4073931166380146e12,2.790001031162655e11,0.2,2.8321364690316502e-6,0.38905797509442797,1.5891671830105905e18,2.1936613732511123e17,7.465003155914412e10,0.1380384264602885
50.0,6.653079371389548e8,1.361165885370586e9,7.067465951708341e8,3.3080246000961525e10,3.665670514216416e10,3.4606017116086845e10,3.820599867782979e10,0.01,7.643641206371916e-9,0.39046310275983087,1.4107761658969444e18,1.9927743013883734e17,7.430704581943451e10,0.14125375446227545
50.0,6.658952731717869e8,1.361165885370586e9,6.086247725010134e10,3.307472690212424e10,3.665670514216416e10,9.478175857934157e10,3.820599867782979e10,0.1,7.643641206371919e-7,0.39046310275983087,1.4107761658969444e18,1.9927743013883734e17,7.430704581943451e10,0.14125375446227545
50.0,6.674563938987149e8,1.361165885370586e9,1.8261279900895578e11,3.305983455835186e10,3.665670514216416e10,2.165164350068058e11,3.820599867782979e10,0.2,3.0574564825487675e-6,0.39046310275983087,1.4107761658969444e18,1.9927743013883734e17,7.430704581943451e10,0.14125375446227545
300.0,NaN,4.795167161703133e9,NaN,NaN,3.005577489539974e11,NaN,3.072328417035689e11,0.01,7.643641206371916e-9,0.39046310275983087,1.4107761658969444e18,1.9927743013883734e17,7.430704581943451e10,0.14125375446227545
300.0,3.3606813667634406e9,4.795167161703133e9,3.160394580762764e11,2.846233477440026e11,3.005577489539974e11,6.058155446505002e11,3.072328417035689e11,0.1,7.643641206371919e-7,0.39046310275983087,1.4107761658969444e18,1.9927743013883734e17,7.430704581943451e10,0.14125375446227545
300.0,3.3648359349519997e9,4.795167161703133e9,1.2326469873329263e12,2.845890512725446e11,3.005577489539974e11,1.5226476709779822e12,3.072328417035689e11,0.2,3.0574564825487675e-6,0.39046310275983087,1.4107761658969444e18,1.9927743013883734e17,7.430704581943451e10,0.14125375446227545
50.0,7.48648005210164e8,1.537277625050005e9,7.625219718491069e8,3.64901845581552e10,4.045700718671546e10,3.817100000594394e10,4.2201949812507675e10,0.01,8.253432788399616e-9,0.3918649987212821,1.2491459159485527e18,1.805565186376888e17,7.396563595605324e10,0.14454397707459277
50.0,7.493609737931635e8,1.537277625050005e9,6.518547374669773e10,3.648357441497627e10,4.045700718671546e10,1.0261441883885608e11,4.2201949812507675e10,0.1,8.253432788399616e-7,0.3918649987212821,1.2491459159485527e18,1.805565186376888e17,7.396563595605324e10,0.14454397707459277
50.0,7.511148203546617e8,1.537277625050005e9,1.952873149975616e11,3.646711367768953e10,4.045700718671546e10,2.326974463076278e11,4.2201949812507675e10,0.2,3.3013731153598465e-6,0.3918649987212821,1.2491459159485527e18,1.805565186376888e17,7.396563595605324e10,0.14454397707459277
300.0,NaN,5.415593619286138e9,NaN,NaN,3.3171870623690906e11,NaN,3.3920897462670557e11,0.01,8.253432788399616e-9,0.3918649987212821,1.2491459159485527e18,1.805565186376888e17,7.396563595605324e10,0.14454397707459277
300.0,3.7906267007570415e9,5.415593619286138e9,3.408647358299388e11,3.1401413306911725e11,3.3171870623690906e11,6.606442768851729e11,3.3920897462670557e11,0.1,8.253432788399616e-7,0.3918649987212821,1.2491459159485527e18,1.805565186376888e17,7.396563595605324e10,0.14454397707459277
300.0,3.795682948258739e9,5.415593619286138e9,1.328486863680177e12,3.1397290471417896e11,3.3171870623690906e11,1.6485042384442222e12,3.3920897462670557e11,0.2,3.3013731153598465e-6,0.3918649987212821,1.2491459159485527e18,1.805565186376888e17,7.396563595605324e10,0.14454397707459277
50.0,8.446833569956635e8,1.7408501258052607e9,8.228662857525641e8,4.036003339049654e10,4.477150475477445e10,4.221531312582622e10,4.674220418224224e10,0.01,8.913739003388116e-9,0.3932636704114947,1.1030607656675276e18,1.6315464311580858e17,7.362579472850627e10,0.14791083881682077
50.0,8.455502912181053e8,1.7408501258052607e9,6.979245010222429e10,4.035210374530903e10,4.477150475477445e10,1.1120566450384944e11,4.674220418224224e10,0.1,8.913739003388118e-7,0.3932636704114947,1.1030607656675276e18,1.6315464311580858e17,7.362579472850627e10,0.14791083881682077
50.0,8.475182440510123e8,1.7408501258052607e9,2.089938717464745e11,4.033393043337861e10,4.477150475477445e10,2.5038491291497443e11,4.674220418224224e10,0.2,3.5654956013552473e-6,0.3932636704114947,1.1030607656675276e18,1.6315464311580858e17,7.362579472850627e10,0.14791083881682077
300.0,NaN,6.132767516982016e9,NaN,NaN,3.670963327500307e11,NaN,3.7552486129660736e11,0.01,8.913739003388116e-9,0.3932636704114947,1.1030607656675276e18,1.6315464311580858e17,7.362579472850627e10,0.14791083881682077
300.0,4.287036997283863e9,6.132767516982016e9,3.677112522004127e11,3.473726776979531e11,3.670963327500307e11,7.215527604948884e11,3.7552486129660736e11,0.1,8.913739003388118e-7,0.3932636704114947,1.1030607656675276e18,1.6315464311580858e17,7.362579472850627e10,0.14791083881682077
300.0,4.2932078601052914e9,6.132767516982016e9,1.4320168513446875e12,3.473229671209846e11,3.670963327500307e11,1.7861096324491099e12,3.7552486129660736e11,0.2,3.5654956013552473e-6,0.3932636704114947,1.1030607656675276e18,1.6315464311580858e17,7.362579472850627e10,0.14791083881682077
50.0,9.556701155406189e8,1.9768543714841368e9,8.881719590614033e8,4.4764264305351906e10,4.968365931696999e10,4.681642686182279e10,5.191562436457499e10,0.01,9.62895225608647e-9,0.3946591252460865,9.71360038969902e17,1.4702129132643283e17,7.328751492956665e10,0.1513561248436208
50.0,9.567258978888543e8,1.9768543714841368e9,7.46996787610745e10,4.475473746374988e10,4.968365931696999e10,1.2064880088101062e11,5.191562436457499e10,0.1,9.62895225608647e-7,0.3946591252460865,9.71360038969902e17,1.4702129132643283e17,7.328751492956665e10,0.1513561248436208
50.0,9.589313789783518e8,1.9768543714841368e9,2.2382822720112903e11,4.473469597306688e10,4.968365931696999e10,2.6975162919969226e11,5.191562436457499e10,0.2,3.851580902434588e-6,0.3946591252460865,9.71360038969902e17,1.4702129132643283e17,7.328751492956665e10,0.1513561248436208
300.0,4.858732206560505e9,6.964204764203962e9,7.368734777627616e9,3.8536646306426996e11,4.0737524948151263e11,3.924310342052449e11,4.168869124338614e11,0.01,9.62895225608647e-9,0.3946591252460865,9.71360038969902e17,1.4702129132643283e17,7.328751492956665e10,0.1513561248436208
300.0,4.861859872437248e9,6.964204764203962e9,3.9675122719370825e11,3.853420314153442e11,4.0737524948151263e11,7.893721064463732e11,4.168869124338614e11,0.1,9.62895225608647e-7,0.3946591252460865,9.71360038969902e17,1.4702129132643283e17,7.328751492956665e10,0.1513561248436208
300.0,4.869412188392125e9,6.964204764203962e9,1.543879258696114e12,3.8528190930850415e11,4.0737524948151263e11,1.936764868277734e12,4.168869124338614e11,0.2,3.851580902434588e-6,0.3946591252460865,9.71360038969902e17,1.4702129132643283e17,7.328751492956665e10,0.1513561248436208
50.0,1.08432069198168e9,2.251282008305176e9,9.5886714933831e8,4.979130654435705e10,5.5292603977209274e10,5.2066326812806076e10,5.78278460767924e10,0.01,1.040387066496195e-8,0.39605137062362017,8.529380037606395e17,1.3210445551265147e17,7.295078938512157e10,0.1548816618912481
50.0,1.0856082750750818e9,2.251282008305176e9,7.992460741410703e10,4.977984482095064e10,5.5292603977209274e10,1.3105277909206114e11,5.78278460767924e10,0.1,1.0403870664961952e-6,0.39605137062362017,8.529380037606395e17,1.3210445551265147e17,7.295078938512157e10,0.1548816618912481
50.0,1.0880768636562226e9,2.251282008305176e9,2.3989465557017044e11,4.97577673864557e10,5.5292603977209274e10,2.9099337695572504e11,5.78278460767924e10,0.2,4.161548265984781e-6,0.39605137062362017,8.529380037606395e17,1.3210445551265147e17,7.295078938512157e10,0.1548816618912481
300.0,5.527699331145984e9,7.9310189956466465e9,4.391149039580704e9,4.286980066031209e11,4.533687175519746e11,4.412104840002148e11,4.6413457928511847e11,0.01,1.040387066496195e-8,0.39605137062362017,8.529380037606395e17,1.3210445551265147e17,7.295078938512157e10,0.1548816618912481
300.0,5.529481888675263e9,7.9310189956466465e9,4.281724005612206e11,4.286859026108605e11,4.533687175519746e11,8.650727690595063e11,4.6413457928511847e11,0.1,1.0403870664961952e-6,0.39605137062362017,8.529380037606395e17,1.3210445551265147e17,7.295078938512157e10,0.1548816618912481
300.0,5.53875079787002e9,7.9310189956466465e9,1.6647731465442292e12,4.2861296038964966e11,4.533687175519746e11,2.1019514688321467e12,4.6413457928511847e11,0.2,4.161548265984781e-6,0.39605137062362017,8.529380037606395e17,1.3210445551265147e17,7.295078938512157e10,0.1548816618912481
50.0,1.233907036117705e9,2.5713791694515133e9,1.035419237719347e9,5.5546503966156265e10,6.17164687517176e10,5.807459166792902e10,6.460485444794098e10,0.01,1.1243738345491915e-8,0.3974404139256422,7.46743680807433e17,1.183508976225055e17,7.261561095402026e10,0.15848931924611134
50.0,1.235479312944327e9,2.5713791694515133e9,8.548612190025919e10,5.5532696551260666e10,6.17164687517176e10,1.4254553176272067e11,6.460485444794098e10,0.1,1.1243738345491915e-6,0.3974404139256422,7.46743680807433e17,1.183508976225055e17,7.261561095402026e10,0.15848931924611134
50.0,1.2382388321347268e9,2.5713791694515133e9,2.5730673839048935e11,5.55084024858772e10,6.17164687517176e10,3.143327890683082e11,6.460485444794098e10,0.2,4.497495338196766e-6,0.3974404139256422,7.46743680807433e17,1.183508976225055e17,7.261561095402026e10,0.15848931924611134
300.0,6.305193266267115e9,9.058746481919758e9,4.740075493320164e9,4.7832861044150507e11,5.060459777334093e11,4.9223038326185626e11,5.182686885691717e11,0.01,1.1243738345491915e-8,0.3974404139256422,7.46743680807433e17,1.183508976225055e17,7.261561095402026e10,0.15848931924611134
300.0,6.30728469456903e9,9.058746481919758e9,4.621795260987323e11,4.783142744202498e11,5.060459777334093e11,9.497923662010126e11,5.182686885691717e11,0.1,1.1243738345491915e-6,0.3974404139256422,7.46743680807433e17,1.183508976225055e17,7.261561095402026e10,0.15848931924611134
300.0,6.318692030645451e9,9.058746481919758e9,1.795459814817343e12,4.7822549530359155e11,5.060459777334093e11,2.2833632558232227e12,5.182686885691717e11,0.2,4.497495338196766e-6,0.3974404139256422,7.46743680807433e17,1.183508976225055e17,7.261561095402026e10,0.15848931924611134
50.0,1.4083896890372999e9,2.945939277312736e9,1.1183386851625624e9,6.215576773784493e10,6.9096488755558e10,6.497219604780088e10,7.239740622083101e10,0.01,1.2154290037275861e-8,0.39882626251672193,6.517805059062225e17,1.0570642057404232e17,7.228197252792267e10,0.16218100973589297
50.0,1.4103117911642547e9,2.945939277312736e9,9.140487251242668e10,6.2139114640573616e10,6.9096488755558e10,1.5527809638217682e11,7.239740622083101e10,0.1,1.2154290037275862e-6,0.39882626251672193,6.517805059062225e17,1.0570642057404232e17,7.228197252792267e10,0.16218100973589297
50.0,1.4133923424691718e9,2.945939277312736e9,2.761882556566043e11,6.211240955793016e10,6.9096488755558e10,3.400240374580393e11,7.239740622083101e10,0.2,4.861716014910345e-6,0.39882626251672193,6.517805059062225e17,1.0570642057404232e17,7.228197252792267e10,0.16218100973589297
300.0,7.213821861619446e9,1.0378379522960972e10,5.121410588411104e9,5.353323879503835e11,5.665660507746888e11,5.508643719151364e11,5.804864869941239e11,0.01,1.2154290037275861e-8,0.39882626251672193,6.517805059062225e17,1.0570642057404232e17,7.228197252792267e10,0.16218100973589297
300.0,7.216340994220328e9,1.0378379522960972e10,4.9899602081483624e11,5.353150708230296e11,5.665660507746888e11,1.04486988030989e12,5.804864869941239e11,0.1,1.2154290037275862e-6,0.39882626251672193,6.517805059062225e17,1.0570642057404232e17,7.228197252792267e10,0.16218100973589297
300.0,7.230418784964762e9,1.0378379522960972e10,1.9367688677256174e12,5.3520666351658856e11,5.665660507746888e11,2.482944938495809e12,5.804864869941239e11,0.2,4.861716014910345e-6,0.39882626251672193,6.517805059062225e17,1.0570642057404232e17,7.228197252792267e10,0.16218100973589297
50.0,1.6125796769937623e9,3.3856709909231663e9,1.2081832987936249e9,6.977010291006526e10,7.760209616981853e10,7.29162246069737e10,8.138651596298354e10,0.01,1.3141800587378037e-8,0.4002089237444906,5.6710584356276563e17,9.411614331080992e16,7.194986703114847e10,0.16595869074375605
50.0,1.6149317958853607e9,3.3856709909231663e9,9.770366909361177e10,6.974999529892397e10,7.760209616981853e10,1.6942971788104175e11,8.138651596298354e10,0.1,1.3141800587378037e-6,0.4002089237444906,5.6710584356276563e17,9.411614331080992e16,7.194986703114847e10,0.16595869074375605
50.0,1.61836570460843e9,3.3856709909231663e9,2.966741875849956e11,6.972067033676424e10,7.760209616981853e10,3.683585420257577e11,8.138651596298354e10,0.2,5.256720234951215e-6,0.4002089237444906,5.6710584356276563e17,9.411614331080992e16,7.194986703114847e10,0.16595869074375605
300.0,8.279252319747502e9,1.1927665739390102e10,5.534759171174215e9,6.010144202562784e11,6.363196703455558e11,6.184174433772856e11,6.522251349936777e11,0.01,1.3141800587378037e-8,0.4002089237444906,5.6710584356276563e17,9.411614331080992e16,7.194986703114847e10,0.16595869074375605
300.0,8.282288657570991e9,1.1927665739390102e10,5.3886578625964166e11,6.009934385460841e11,6.363196703455558e11,1.1518878710286597e12,6.522251349936777e11,0.1,1.3141800587378037e-6,0.4002089237444906,5.6710584356276563e17,9.411614331080992e16,7.194986703114847e10,0.16595869074375605
300.0,8.299709152520783e9,1.1927665739390102e10,2.089604904358035e12,6.008606218568389e11,6.363196703455558e11,2.702939157897952e12,6.522251349936777e11,0.2,5.256720234951215e-6,0.4002089237444906,5.6710584356276563e17,9.411614331080992e16,7.194986703114847e10,0.16595869074375605
50.0,1.8523423562405195e9,3.9036622045833287e9,1.3055629554917004e9,7.857123596083192e10,8.74372516679493e10,8.209573470963254e10,9.179028419244601e10,0.01,1.4213139868680137e-8,0.4015884049396803,4.9183035170802886e17,8.352477728761872e16,7.16192874205272e10,0.16982436524617442
50.0,1.8552232022142282e9,3.9036622045833287e9,1.0440794819988765e11,7.854693205218939e10,8.74372516679493e10,1.8521417084402643e11,9.179028419244601e10,0.1,1.4213139868680141e-6,0.4015884049396803,4.9183035170802886e17,8.352477728761872e16,7.16192874205272e10,0.16982436524617442
50.0,1.859044814301805e9,3.9036622045833287e9,3.1891183858260126e11,7.851476313333241e10,8.74372516679493e10,3.996719493025105e11,9.179028419244601e10,0.2,5.6852559474720565e-6,0.4015884049396803,4.9183035170802886e17,8.352477728761872e16,7.16192874205272e10,0.16982436524617442
300.0,9.532769028110313e9,1.3752747684758282e10,5.983001854026514e9,6.769461545232971e11,7.169814856171461e11,6.965044107365841e11,7.352158744445005e11,0.01,1.4213139868680137e-8,0.4015884049396803,4.9183035170802886e17,8.352477728761872e16,7.16192874205272e10,0.16982436524617442
300.0,9.536432569880907e9,1.3752747684758282e10,5.820552213159059e11,6.769206471859247e11,7.169814856171461e11,1.2727247826518125e12,7.352158744445005e11,0.1,1.4213139868680141e-6,0.4015884049396803,4.9183035170802886e17,8.352477728761872e16,7.16192874205272e10,0.16982436524617442
300.0,9.558046572786638e9,1.3752747684758282e10,2.2549548774926987e12,6.767573700093121e11,7.169814856171461e11,2.9459440900494443e12,7.352158744445005e11,0.2,5.6852559474720565e-6,0.4015884049396803,4.9183035170802886e17,8.352477728761872e16,7.16192874205272e10,0.16982436524617442
50.0,2.134855034205529e9,4.515967185973535e9,1.4111448355638669e9,8.877863264773921e10,9.884834095983713e10,9.273907025731363e10,1.03872421848391e11,0.01,1.5375833787836516e-8,0.40296471341616313,4.2511719830784416e17,7.387690195349842e16,7.129022668524884e10,0.17378008287493754
50.0,2.138386069371004e9,4.515967185973535e9,1.1154631297990285e11,8.874922807553596e10,9.884834095983713e10,2.0288760436679926e11,1.03872421848391e11,0.1,1.537583378783652e-6,0.40296471341616313,4.2511719830784416e17,7.387690195349842e16,7.129022668524884e10,0.17378008287493754
50.0,2.1426313037397308e9,4.515967185973535e9,3.43062096274195e11,8.871397528023076e10,9.884834095983713e10,4.3435269601913794e11,1.03872421848391e11,0.2,6.150333515134608e-6,0.40296471341616313,4.2511719830784416e17,7.387690195349842e16,7.129022668524884e10,0.17378008287493754
300.0,1.1012716339715057e10,1.5910239525587406e10,6.469255976675322e9,7.650262865980773e11,8.105752709214442e11,7.870767778216918e11,8.315517216184921e11,0.01,1.5375833787836516e-8,0.40296471341616313,4.2511719830784416e17,7.387690195349842e16,7.129022668524884e10,0.17378008287493754
300.0,1.1017138611772e10,1.5910239525587406e10,6.288554479376458e11,7.649951741783923e11,8.105752709214442e11,1.4096200141100723e12,8.315517216184921e11,0.1,1.537583378783652e-6,0.40296471341616313,4.2511719830784416e17,7.387690195349842e16,7.129022668524884e10,0.17378008287493754
300.0,1.1044024311218904e10,1.5910239525587406e10,2.433896157054194e12,7.647937500621793e11,8.105752709214442e11,3.2149842860667104e12,8.315517216184921e11,0.2,6.150333515134608e-6,0.40296471341616313,4.2511719830784416e17,7.387690195349842e16,7.129022668524884e10,0.17378008287493754
50.0,2.4689337592140183e9,5.242351997327477e9,1.5256592256970654e9,1.0065827470158327e11,1.1213405100754224e11,1.051230123822335e11,1.1795292294611191e11,0.01,1.6638132124153426e-8,0.4043378564709895,3.6618113210303123e17,6.511723675635633e16,7.096267784671509e10,0.1778279410038923
50.0,2.4732643637813096e9,5.242351997327477e9,1.1915114349296664e11,1.00622666026253e11,1.1213405100754224e11,2.2275829271381055e11,1.1795292294611191e11,0.1,1.6638132124153427e-6,0.4043378564709895,3.6618113210303123e17,6.511723675635633e16,7.096267784671509e10,0.1778279410038923
50.0,2.477969864948524e9,5.242351997327477e9,3.693008400295947e11,1.005840732152023e11,1.1213405100754224e11,4.7285255747760626e11,1.1795292294611191e11,0.2,6.655252849661371e-6,0.4043378564709895,3.6618113210303123e17,6.511723675635633e16,7.096267784671509e10,0.1778279410038923
300.0,1.276626730762494e10,1.846986686504093e10,6.996937103773924e9,8.675573434441522e11,9.19555654063888e11,8.925014131560879e11,9.437723449126654e11,0.01,1.6638132124153426e-8,0.4043378564709895,3.6618113210303123e17,6.511723675635633e16,7.096267784671509e10,0.1778279410038923
300.0,1.2771603565576118e10,1.846986686504093e10,6.795847736371809e11,8.675192700925022e11,9.19555654063888e11,1.5652551740354646e12,9.437723449126654e11,0.1,1.6638132124153427e-6,0.4043378564709895,3.6618113210303123e17,6.511723675635633e16,7.096267784671509e10,0.1778279410038923
300.0,1.2805128499748508e10,1.846986686504093e10,2.6276053260902188e12,8.67269898523865e11,9.19555654063888e11,3.5135981694560327e12,9.437723449126654e11,0.2,6.655252849661371e-6,0.4043378564709895,3.6618113210303123e17,6.511723675635633e16,7.096267784671509e10,0.1778279410038923
50.0,2.865449357038282e9,6.107243799420565e9,1.6499059573608642e9,1.145336637665931e11,1.2765775232995796e11,1.1958425774578804e11,1.3442146015291034e11,0.01,1.8009084040084716e-8,0.4057078413844274,3.142874111088116e17,5.7190907184501336e16,7.063663395839139e10,0.18197008586099836
50.0,2.8707631097567325e9,6.107243799420565e9,1.272592722769724e11,1.1449050343331319e11,1.2765775232995796e11,2.451987769730969e11,1.3442146015291034e11,0.1,1.8009084040084716e-6,0.4057078413844274,3.142874111088116e17,5.7190907184501336e16,7.063663395839139e10,0.18197008586099836
50.0,2.8759647492000933e9,6.107243799420565e9,3.978205153279026e11,1.1444829837309793e11,1.2765775232995796e11,5.1569968746059155e11,1.3442146015291034e11,0.2,7.203633616033886e-6,0.4057078413844274,3.142874111088116e17,5.7190907184501336e16,7.063663395839139e10,0.18197008586099836
300.0,1.4851680259090036e10,2.1517834302291737e10,7.569789973575178e9,9.873419787509102e11,1.0469108697530135e12,1.0156597130306735e12,1.0749708265131528e12,0.01,1.8009084040084716e-8,0.4057078413844274,3.142874111088116e17,5.7190907184501336e16,7.063663395839139e10,0.18197008586099836
300.0,1.4858110183597036e10,2.1517834302291737e10,7.345914169027954e11,9.8729523900937e11,1.0469108697530135e12,1.7428559160037969e12,1.0749708265131528e12,0.1,1.8009084040084716e-6,0.4057078413844274,3.142874111088116e17,5.7190907184501336e16,7.063663395839139e10,0.18197008586099836
300.0,1.4900009372219702e10,2.1517834302291737e10,2.8373677263190864e12,9.869853760716288e11,1.0469108697530135e12,3.8459465676038623e12,1.0749708265131528e12,0.2,7.203633616033886e-6,0.4057078413844274,3.142874111088116e17,5.7190907184501336e16,7.063663395839139e10,0.18197008586099836
50.0,3.3378589402743526e9,7.140943109197845e9,1.7847615544190323e9,1.3079964505667111e11,1.458630522952552e11,1.3653384596689865e11,1.5375423068809537e11,0.01,1.9498622218071154e-8,0.4070746754200002,2.6875059389291062e17,5.00437023858495e16,7.031208810565962e10,0.18620871366628675
50.0,3.3443812073884816e9,7.140943109197845e9,1.3591271747463219e11,1.3074728567729428e11,1.458630522952552e11,2.7066101109004123e11,1.5375423068809537e11,0.1,1.9498622218071155e-6,0.4070746754200002,2.6875059389291062e17,5.00437023858495e16,7.031208810565962e10,0.18620871366628675
50.0,3.350111524693592e9,7.140943109197845e9,4.2883189250749774e11,1.3070118110979753e11,1.458630522952552e11,5.635147893260167e11,1.5375423068809537e11,0.2,7.799448887228462e-6,0.4070746754200002,2.6875059389291062e17,5.00437023858495e16,7.031208810565962e10,0.18620871366628675
300.0,1.734118478396707e10,2.516113577783318e10,8.191922842086978e9,1.1278044259759402e12,1.1962923148629495e12,1.1600726994973354e12,1.2289283357923215e12,0.01,1.9498622218071154e-8,0.4070746754200002,2.6875059389291062e17,5.00437023858495e16,7.031208810565962e10,0.18620871366628675
300.0,1.7348909921994247e10,2.516113577783318e10,7.942565240698092e11,1.1277468728564868e12,1.1962923148629495e12,1.9463199956790493e12,1.2289283357923215e12,0.1,1.9498622218071155e-6,0.4070746754200002,2.6875059389291062e17,5.00437023858495e16,7.031208810565962e10,0.18620871366628675
300.0,1.7401383389308033e10,2.516113577783318e10,3.0645877570146914e12,1.1273604011513613e12,1.1962923148629495e12,4.2169478819003306e12,1.2289283357923215e12,0.2,7.799448887228462e-6,0.4070746754200002,2.6875059389291062e17,5.00437023858495e16,7.031208810565962e10,0.18620871366628675
50.0,3.902887149180167e9,8.381175202496994e9,1.9311871717576501e9,1.499397933362454e11,1.6729335093184912e11,1.5647531655618713e11,1.7653516456066818e11,0.01,2.111765670952592e-8,0.4084383658245261,2.289332000213201e17,4.362232196782483e16,6.998903340567145e10,0.19054607179632474
50.0,3.9108941701931443e9,8.381175202496994e9,1.451594641457792e11,1.4987621863076263e11,1.6729335093184912e11,2.996952827104377e11,1.7653516456066818e11,0.1,2.1117656709525923e-6,0.4084383658245261,2.289332000213201e17,4.362232196782483e16,6.998903340567145e10,0.19054607179632474
50.0,3.9171780870929246e9,8.381175202496994e9,4.625660309765527e11,1.498259150456433e11,1.6729335093184912e11,6.170312192006069e11,1.7653516456066818e11,0.2,8.44706268381037e-6,0.4084383658245261,2.289332000213201e17,4.362232196782483e16,6.998903340567145e10,0.19054607179632474
300.0,2.0324684280915653e10,2.9533088489690636e10,8.86784568212788e9,1.293144076345005e12,1.3721782849205232e12,1.330059254944503e12,1.4102844206692693e12,0.01,2.111765670952592e-8,0.4084383658245261,2.289332000213201e17,4.362232196782483e16,6.998903340567145e10,0.19054607179632474
300.0,2.033391910328386e10,2.9533088489690636e10,8.58997508307272e11,1.2930730070268232e12,1.3721782849205232e12,2.1803787740853567e12,1.4102844206692693e12,0.1,2.1117656709525923e-6,0.4084383658245261,2.289332000213201e17,4.362232196782483e16,6.998903340567145e10,0.19054607179632474
300.0,2.039975167277093e10,2.9533088489690636e10,3.3107999146219463e12,1.2925891377350789e12,1.3721782849205232e12,4.632447059791989e12,1.4102844206692693e12,0.2,8.44706268381037e-6,0.4084383658245261,2.289332000213201e17,4.362232196782483e16,6.998903340567145e10,0.19054607179632474
50.0,4.5814017923126335e9,9.875078094666424e9,2.0902374149533937e9,1.7254827718245676e11,1.9261642121145328e11,1.8002756024703314e11,2.034826198001052e11,0.01,2.2878179732683518e-8,0.40979891982815575,1.942442473884714e17,3.787460968044768e16,6.966746300720235e10,0.19498445997580455
50.0,4.591231402344249e9,9.875078094666424e9,1.5505428390455624e11,1.7247101626482657e11,1.9261642121145328e11,3.3297386313436194e11,2.034826198001052e11,0.1,2.2878179732683517e-6,0.40979891982815575,1.942442473884714e17,3.787460968044768e16,6.966746300720235e10,0.19498445997580455
50.0,4.59807911782839e9,9.875078094666424e9,4.992764727872539e11,1.7241620766268823e11,1.9261642121145328e11,6.771200093905088e11,2.034826198001052e11,0.2,9.151271893073407e-6,0.40979891982815575,1.942442473884714e17,3.787460968044768e16,6.966746300720235e10,0.19498445997580455
300.0,2.3914518855964306e10,3.480045589816527e10,9.602512687878149e9,1.488530055455061e12,1.5800812516073518e12,1.5309366635766836e12,1.6247527007036025e12,0.01,2.2878179732683518e-8,0.40979891982815575,1.942442473884714e17,3.787460968044768e16,6.966746300720235e10,0.19498445997580455
300.0,2.392546992562461e10,3.480045589816527e10,9.292717430732023e11,1.4884420712816514e12,1.5800812516073518e12,2.4508013657966465e12,1.6247527007036025e12,0.1,2.2878179732683517e-6,0.40979891982815575,1.942442473884714e17,3.787460968044768e16,6.966746300720235e10,0.19498445997580455
300.0,2.40081746487798e10,3.480045589816527e10,3.5776805396136284e12,1.4878338887065972e12,1.5800812516073518e12,5.099427476696775e12,1.6247527007036025e12,0.2,9.151271893073407e-6,0.40979891982815575,1.942442473884714e17,3.787460968044768e16,6.966746300720235e10,0.19498445997580455
